Index,A,B,R
188,221,221,0
189,166,166,0
190,63,63,0
191,66,66,0
192,102,102,0
193,141,141,0
194,221,221,0
195,98,98,0
196,92,92,0
197,157,157,0
198,16,16,0
199,148,148,0
200,57,57,0
201,101,101,0
202,176,176,0
203,8,8,0
204,173,173,0
205,118,118,0
206,254,254,0
207,119,119,0
208,5,5,0
209,238,238,0
210,101,101,0
211,176,176,0
212,86,86,0
213,197,197,0
214,232,232,0
215,124,124,0
216,251,251,0
217,192,192,0
218,216,216,0
219,90,90,0
220,141,141,0
221,181,181,0
222,128,128,0
223,27,27,0
224,68,68,0
225,154,154,0
226,16,16,0
227,23,23,0
228,48,48,0
229,153,153,0
230,153,153,0
231,52,52,0
232,119,119,0
233,63,63,0
234,101,101,0
235,208,208,0
236,220,220,0
237,62,62,0
238,49,49,0
239,163,163,0
240,130,130,0
241,89,89,0
242,188,188,0
243,127,127,0
244,110,110,0
245,143,143,0
246,58,58,0
247,24,24,0
248,201,201,0
249,244,244,0
250,115,115,0
251,240,240,0
252,148,148,0
253,238,238,0
254,52,52,0
255,59,59,0
256,244,244,0
257,103,103,0
258,77,77,0
259,164,164,0
260,69,69,0
261,183,183,0
262,18,18,0
263,252,252,0
264,254,254,0
265,19,19,0
266,8,8,0
267,203,203,0
268,108,108,0
269,17,17,0
270,203,203,0
271,123,123,0
272,72,72,0
273,83,83,0
274,183,183,0
275,8,8,0
276,74,74,0
277,226,226,0
278,34,34,0
279,242,242,0
280,227,227,0
281,206,206,0
282,28,28,0
283,191,191,0
284,123,123,0
285,66,66,0
286,101,101,0
287,8,8,0
288,177,177,0
289,36,36,0
290,212,212,0
291,30,30,0
292,160,160,0
293,243,243,0
294,160,160,0
295,184,184,0
296,229,229,0
297,176,176,0
298,252,252,0
299,50,50,0
300,112,112,0
301,70,70,0
302,22,22,0
303,74,74,0
304,83,83,0
305,198,198,0
306,29,29,0
307,138,138,0
308,58,58,0
309,44,44,0
310,186,186,0
311,230,230,0
312,179,179,0
313,224,224,0
314,129,129,0
315,116,116,0
316,95,95,0
317,239,239,0
318,201,201,0
319,180,180,0
320,170,170,0
321,221,221,0
322,156,156,0
323,200,200,0
324,232,232,0
325,222,222,0
326,144,144,0
327,176,176,0
328,108,108,0
329,40,40,0
330,119,119,0
331,227,227,0
332,215,215,0
333,70,70,0
334,43,43,0
335,21,21,0
336,108,108,0
337,107,107,0
338,187,187,0
339,59,59,0
340,181,181,0
341,140,140,0
342,150,150,0
343,197,197,0
344,91,91,0
345,72,72,0
346,116,116,0
347,69,69,0
348,131,131,0
349,195,195,0
350,214,214,0
351,81,81,0
352,56,56,0
353,41,41,0
354,62,62,0
355,199,199,0
356,175,175,0
357,69,69,0
358,119,119,0
359,33,33,0
360,223,223,0
361,76,76,0
362,27,27,0
363,16,16,0
364,141,141,0
365,218,218,0
366,49,49,0
367,129,129,0
368,47,47,0
369,4,4,0
370,239,239,0
371,215,215,0
372,205,205,0
373,26,26,0
374,249,249,0
375,162,162,0
376,145,145,0
377,138,138,0
378,6,6,0
379,26,26,0
380,77,77,0
381,117,117,0
382,239,239,0
383,101,101,0
384,3,3,0
385,255,255,0
386,14,14,0
387,152,152,0
388,116,116,0
389,198,198,0
390,220,220,0
391,198,198,0
392,209,209,0
393,102,102,0
394,100,100,0
395,37,37,0
396,37,37,0
397,5,5,0
398,146,146,0
399,193,193,0
400,37,37,0
401,184,184,0
402,119,119,0
403,223,223,0
404,253,253,0
405,66,66,0
406,29,29,0
407,59,59,0
408,209,209,0
409,253,253,0
410,176,176,0
411,98,98,0
412,187,187,0
413,79,79,0
414,207,207,0
415,227,227,0
416,89,89,0
417,6,6,0
418,236,236,0
419,108,108,0
420,33,33,0
421,171,171,0
422,57,57,0
423,157,157,0
424,192,192,0
425,131,131,0
426,75,75,0
427,1,1,0
428,37,37,0
429,187,187,0
430,8,8,0
431,90,90,0
432,4,4,0
433,223,223,0
434,107,107,0
435,77,77,0
436,41,41,0
437,83,83,0
438,21,21,0
439,213,213,0
440,205,205,0
441,96,96,0
442,194,194,0
443,201,201,0
444,0,0,0
445,101,101,0
446,140,140,0
447,91,91,0
448,71,71,0
449,122,122,0
450,2,2,0
451,145,145,0
452,159,159,0
453,231,231,0
454,228,228,0
455,129,129,0
456,216,216,0
457,198,198,0
458,156,156,0
459,61,61,0
460,3,3,0
461,15,15,0
462,255,255,0
463,255,255,0
464,246,246,0
465,26,26,0
466,216,216,0
467,180,180,0
468,124,124,0
469,168,168,0
470,54,54,0
471,64,64,0
472,35,35,0
473,193,193,0
474,97,97,0
475,139,139,0
476,205,205,0
477,228,228,0
478,16,16,0
479,100,100,0
480,159,159,0
481,83,83,0
482,89,89,0
483,12,12,0
484,11,11,0
485,150,150,0
486,157,157,0
487,62,62,0
488,101,101,0
489,244,244,0
490,211,211,0
491,93,93,0
492,79,79,0
493,182,182,0
494,230,230,0
495,124,124,0
496,188,188,0
497,40,40,0
498,81,81,0
499,190,190,0
500,33,33,0
501,116,116,0
502,17,17,0
503,62,62,0
504,1,1,0
505,61,61,0
506,84,84,0
507,227,227,0
508,186,186,0
509,71,71,0
510,177,177,0
511,16,16,0
512,225,225,0
513,101,101,0
514,220,220,0
515,98,98,0
516,25,25,0
517,122,122,0
518,20,20,0
519,169,169,0
520,199,199,0
521,126,126,0
522,45,45,0
523,10,10,0
524,22,22,0
525,179,179,0
526,78,78,0
527,63,63,0
528,33,33,0
529,247,247,0
530,148,148,0
531,91,91,0
532,211,211,0
533,153,153,0
534,240,240,0
535,45,45,0
536,237,237,0
537,146,146,0
538,214,214,0
539,194,194,0
540,134,134,0
541,152,152,0
542,225,225,0
543,122,122,0
544,167,167,0
545,127,127,0
546,179,179,0
547,113,113,0
548,247,247,0
549,235,235,0
550,127,127,0
551,87,87,0
552,4,4,0
553,185,185,0
554,87,87,0
555,154,154,0
556,200,200,0
557,57,57,0
558,161,161,0
559,236,236,0
560,246,246,0
561,9,9,0
562,12,12,0
563,233,233,0
564,11,11,0
565,124,124,0
566,246,246,0
567,163,163,0
568,71,71,0
569,67,67,0
570,200,200,0
571,41,41,0
572,81,81,0
573,192,192,0
574,229,229,0
575,128,128,0
576,135,135,0
577,182,182,0
578,195,195,0
579,242,242,0
580,61,61,0
581,209,209,0
582,168,168,0
583,252,252,0
584,42,42,0
585,217,217,0
586,69,69,0
587,249,249,0
588,194,194,0
589,61,61,0
590,86,86,0
591,207,207,0
592,106,106,0
593,90,90,0
594,51,51,0
595,53,53,0
596,223,223,0
597,31,31,0
598,75,75,0
599,134,134,0
600,219,219,0
601,235,235,0
602,167,167,0
603,138,138,0
604,117,117,0
605,16,16,0
606,20,20,0
607,174,174,0
608,9,9,0
609,185,185,0
610,186,186,0
611,104,104,0
612,232,232,0
613,56,56,0
614,53,53,0
615,21,21,0
616,61,61,0
617,221,221,0
618,148,148,0
619,95,95,0
620,75,75,0
621,45,45,0
622,253,253,0
623,136,136,0
624,116,116,0
625,122,122,0
626,34,34,0
627,25,25,0
628,179,179,0
629,82,82,0
630,185,185,0
631,170,170,0
632,226,226,0
633,118,118,0
634,179,179,0
635,200,200,0
636,133,133,0
637,12,12,0
638,15,15,0
639,104,104,0
640,218,218,0
641,15,15,0
642,207,207,0
643,246,246,0
644,89,89,0
645,201,201,0
646,119,119,0
647,130,130,0
648,97,97,0
649,85,85,0
650,112,112,0
651,229,229,0
652,77,77,0
653,155,155,0
654,191,191,0
655,36,36,0
656,168,168,0
657,28,28,0
658,241,241,0
659,43,43,0
660,150,150,0
661,186,186,0
662,15,15,0
663,187,187,0
664,32,32,0
665,26,26,0
666,121,121,0
667,241,241,0
668,71,71,0
669,197,197,0
670,238,238,0
671,159,159,0
672,25,25,0
673,79,79,0
674,82,82,0
675,238,238,0
676,233,233,0
677,15,15,0
678,144,144,0
679,123,123,0
680,173,173,0
681,136,136,0
682,233,233,0
683,179,179,0
684,117,117,0
685,31,31,0
686,110,110,0
687,158,158,0
688,50,50,0
689,51,51,0
690,95,95,0
691,140,140,0
692,215,215,0
693,237,237,0
694,63,63,0
695,214,214,0
696,32,32,0
697,20,20,0
698,204,204,0
699,4,4,0
700,249,249,0
701,81,81,0
702,249,249,0
703,47,47,0
704,178,178,0
705,127,127,0
706,201,201,0
707,89,89,0
708,153,153,0
709,251,251,0
710,36,36,0
711,230,230,0
712,214,214,0
713,129,129,0
714,136,136,0
715,47,47,0
716,2,2,0
717,195,195,0
718,152,152,0
719,140,140,0
720,39,39,0
721,198,198,0
722,115,115,0
723,82,82,0
724,7,7,0
725,219,219,0
726,155,155,0
727,80,80,0
728,244,244,0
729,240,240,0
730,196,196,0
731,98,98,0
732,83,83,0
733,138,138,0
734,100,100,0
735,147,147,0
736,116,116,0
737,59,59,0
738,97,97,0
739,123,123,0
740,185,185,0
741,12,12,0
742,133,133,0
743,143,143,0
744,212,212,0
745,237,237,0
746,63,63,0
747,178,178,0
748,82,82,0
749,203,203,0
750,137,137,0
751,177,177,0
752,67,67,0
753,173,173,0
754,148,148,0
755,183,183,0
756,254,254,0
757,112,112,0
758,219,219,0
759,103,103,0
760,137,137,0
761,3,3,0
762,65,65,0
763,110,110,0
764,210,210,0
765,172,172,0
766,236,236,0
767,113,113,0
