Index,A,B,R
140,47,47,0
141,20,20,0
142,22,22,0
143,239,239,0
144,24,24,0
145,135,135,0
146,159,159,0
147,252,252,0
148,173,173,0
149,225,225,0
150,82,82,0
151,40,40,0
152,185,185,0
153,238,238,0
154,219,219,0
155,126,126,0
156,78,78,0
157,123,123,0
158,24,24,0
159,196,196,0
160,14,14,0
161,168,168,0
162,144,144,0
163,9,9,0
164,55,55,0
165,35,35,0
166,176,176,0
167,123,123,0
168,169,169,0
169,194,194,0
170,219,219,0
171,216,216,0
172,225,225,0
173,80,80,0
174,208,208,0
175,84,84,0
176,229,229,0
177,232,232,0
178,65,65,0
179,124,124,0
180,21,21,0
181,48,48,0
182,41,41,0
183,164,164,0
184,25,25,0
185,197,197,0
186,35,35,0
187,241,241,0
188,141,141,0
189,5,5,0
190,37,37,0
191,146,146,0
192,211,211,0
193,224,224,0
194,79,79,0
195,231,231,0
196,205,205,0
197,136,136,0
198,102,102,0
199,221,221,0
200,180,180,0
201,143,143,0
202,66,66,0
203,8,8,0
204,41,41,0
205,252,252,0
206,9,9,0
207,42,42,0
208,174,174,0
209,80,80,0
210,104,104,0
211,231,231,0
212,120,120,0
213,67,67,0
214,181,181,0
215,99,99,0
216,235,235,0
217,95,95,0
218,232,232,0
219,103,103,0
220,133,133,0
221,57,57,0
222,213,213,0
223,183,183,0
224,51,51,0
225,61,61,0
226,161,161,0
227,63,63,0
228,89,89,0
229,42,42,0
230,196,196,0
231,120,120,0
232,47,47,0
233,244,244,0
234,238,238,0
235,111,111,0
236,178,178,0
237,7,7,0
238,178,178,0
239,135,135,0
240,107,107,0
241,143,143,0
242,27,27,0
243,250,250,0
244,74,74,0
245,20,20,0
246,120,120,0
247,157,157,0
248,160,160,0
249,163,163,0
250,187,187,0
251,27,27,0
252,237,237,0
253,248,248,0
254,128,128,0
255,159,159,0
256,226,226,0
257,52,52,0
258,129,129,0
259,56,56,0
260,100,100,0
261,79,79,0
262,134,134,0
263,141,141,0
264,158,158,0
265,124,124,0
266,165,165,0
267,151,151,0
268,200,200,0
269,152,152,0
270,115,115,0
271,15,15,0
272,76,76,0
273,158,158,0
274,38,38,0
275,35,35,0
276,118,118,0
277,23,23,0
278,103,103,0
279,107,107,0
280,233,233,0
281,242,242,0
282,115,115,0
283,169,169,0
284,151,151,0
285,185,185,0
286,47,47,0
287,138,138,0
288,214,214,0
289,121,121,0
290,99,99,0
291,214,214,0
292,161,161,0
293,151,151,0
294,228,228,0
295,119,119,0
296,116,116,0
297,117,117,0
298,30,30,0
299,156,156,0
300,83,83,0
301,105,105,0
302,3,3,0
303,78,78,0
304,168,168,0
305,157,157,0
306,200,200,0
307,154,154,0
308,27,27,0
309,135,135,0
310,219,219,0
311,190,190,0
312,132,132,0
313,99,99,0
314,107,107,0
315,140,140,0
316,243,243,0
317,124,124,0
318,29,29,0
319,202,202,0
320,209,209,0
321,246,246,0
322,247,247,0
323,16,16,0
324,208,208,0
325,99,99,0
326,47,47,0
327,165,165,0
328,113,113,0
329,143,143,0
330,200,200,0
331,134,134,0
332,138,138,0
333,52,52,0
334,21,21,0
335,83,83,0
336,225,225,0
337,35,35,0
338,118,118,0
339,2,2,0
340,49,49,0
341,238,238,0
342,96,96,0
343,0,0,0
344,94,94,0
345,68,68,0
346,166,166,0
347,178,178,0
348,248,248,0
349,198,198,0
350,243,243,0
351,37,37,0
352,130,130,0
353,158,158,0
354,230,230,0
355,142,142,0
356,64,64,0
357,106,106,0
358,70,70,0
359,31,31,0
360,92,92,0
361,122,122,0
362,216,216,0
363,67,67,0
364,35,35,0
365,139,139,0
366,247,247,0
367,241,241,0
368,149,149,0
369,63,63,0
370,128,128,0
371,231,231,0
372,11,11,0
373,147,147,0
374,142,142,0
375,49,49,0
376,59,59,0
377,74,74,0
378,43,43,0
379,244,244,0
380,116,116,0
381,8,8,0
382,149,149,0
383,12,12,0
384,157,157,0
385,180,180,0
386,220,220,0
387,142,142,0
388,164,164,0
389,226,226,0
390,221,221,0
391,239,239,0
392,65,65,0
393,78,78,0
394,147,147,0
395,70,70,0
396,74,74,0
397,224,224,0
398,9,9,0
399,175,175,0
400,203,203,0
401,2,2,0
402,104,104,0
403,190,190,0
404,12,12,0
405,10,10,0
406,153,153,0
407,211,211,0
408,230,230,0
409,91,91,0
410,121,121,0
411,3,3,0
412,219,219,0
413,100,100,0
414,38,38,0
415,33,33,0
416,235,235,0
417,15,15,0
418,44,44,0
419,189,189,0
420,62,62,0
421,182,182,0
422,66,66,0
423,216,216,0
424,87,87,0
425,190,190,0
426,41,41,0
427,208,208,0
428,64,64,0
429,62,62,0
430,78,78,0
431,219,219,0
432,10,10,0
433,255,255,0
434,69,69,0
435,105,105,0
436,192,192,0
437,50,50,0
438,91,91,0
439,72,72,0
440,112,112,0
441,82,82,0
442,195,195,0
443,223,223,0
444,13,13,0
445,191,191,0
446,11,11,0
447,111,111,0
448,208,208,0
449,16,16,0
450,89,89,0
451,49,49,0
452,113,113,0
453,157,157,0
454,194,194,0
455,235,235,0
456,107,107,0
457,33,33,0
458,85,85,0
459,96,96,0
460,67,67,0
461,150,150,0
462,53,53,0
463,178,178,0
464,122,122,0
465,18,18,0
466,69,69,0
467,118,118,0
468,106,106,0
469,211,211,0
470,212,212,0
471,119,119,0
472,153,153,0
473,74,74,0
474,253,253,0
475,173,173,0
476,129,129,0
477,4,4,0
478,44,44,0
479,119,119,0
480,221,221,0
481,106,106,0
482,25,25,0
483,149,149,0
484,60,60,0
485,3,3,0
486,4,4,0
487,109,109,0
488,231,231,0
489,100,100,0
490,166,166,0
491,203,203,0
492,100,100,0
493,154,154,0
494,208,208,0
495,188,188,0
496,191,191,0
497,8,8,0
498,116,116,0
499,200,200,0
500,71,71,0
501,198,198,0
502,13,13,0
503,122,122,0
504,52,52,0
505,152,152,0
506,60,60,0
507,18,18,0
508,68,68,0
509,117,117,0
510,229,229,0
511,111,111,0
512,67,67,0
513,17,17,0
514,154,154,0
515,67,67,0
516,195,195,0
517,96,96,0
518,165,165,0
519,65,65,0
520,207,207,0
521,75,75,0
522,44,44,0
523,124,124,0
524,90,90,0
525,149,149,0
526,168,168,0
527,55,55,0
528,83,83,0
529,47,47,0
530,242,242,0
531,180,180,0
532,230,230,0
533,55,55,0
534,172,172,0
535,220,220,0
536,2,2,0
537,11,11,0
538,86,86,0
539,131,131,0
540,35,35,0
541,203,203,0
542,77,77,0
543,13,13,0
544,11,11,0
545,197,197,0
546,251,251,0
547,205,205,0
548,167,167,0
549,40,40,0
550,38,38,0
551,44,44,0
552,195,195,0
553,168,168,0
554,193,193,0
555,177,177,0
556,190,190,0
557,254,254,0
558,111,111,0
559,132,132,0
560,192,192,0
561,172,172,0
562,146,146,0
563,113,113,0
564,166,166,0
565,57,57,0
566,198,198,0
567,183,183,0
568,230,230,0
569,161,161,0
570,242,242,0
571,45,45,0
572,220,220,0
573,22,22,0
574,1,1,0
575,219,219,0
576,242,242,0
577,142,142,0
578,80,80,0
579,49,49,0
580,213,213,0
581,218,218,0
582,212,212,0
583,202,202,0
584,180,180,0
585,80,80,0
586,108,108,0
587,108,108,0
588,105,105,0
589,65,65,0
590,101,101,0
591,94,94,0
592,41,41,0
593,185,185,0
594,90,90,0
595,224,224,0
596,53,53,0
597,83,83,0
598,159,159,0
599,144,144,0
600,88,88,0
601,168,168,0
602,153,153,0
603,22,22,0
604,121,121,0
605,117,117,0
606,0,0,0
607,121,121,0
608,205,205,0
609,141,141,0
610,115,115,0
611,81,81,0
612,0,0,0
613,229,229,0
614,99,99,0
615,121,121,0
616,29,29,0
617,237,237,0
618,234,234,0
619,53,53,0
620,1,1,0
621,170,170,0
622,134,134,0
623,211,211,0
624,9,9,0
625,132,132,0
626,104,104,0
627,233,233,0
628,252,252,0
629,108,108,0
630,214,214,0
631,164,164,0
632,210,210,0
633,64,64,0
634,172,172,0
635,197,197,0
636,43,43,0
637,197,197,0
638,252,252,0
639,110,110,0
640,123,123,0
641,130,130,0
642,143,143,0
643,2,2,0
644,157,157,0
645,234,234,0
646,234,234,0
647,60,60,0
648,132,132,0
649,230,230,0
650,39,39,0
651,242,242,0
652,199,199,0
653,210,210,0
654,203,203,0
655,139,139,0
656,35,35,0
657,52,52,0
658,249,249,0
659,120,120,0
660,17,17,0
661,33,33,0
662,233,233,0
663,82,82,0
664,146,146,0
665,171,171,0
666,180,180,0
667,177,177,0
668,49,49,0
669,235,235,0
670,111,111,0
671,27,27,0
672,28,28,0
673,250,250,0
674,141,141,0
675,122,122,0
676,90,90,0
677,251,251,0
678,46,46,0
679,154,154,0
680,188,188,0
681,19,19,0
682,38,38,0
683,200,200,0
684,100,100,0
685,129,129,0
686,39,39,0
687,201,201,0
688,237,237,0
689,5,5,0
690,174,174,0
691,0,0,0
692,160,160,0
693,2,2,0
694,112,112,0
695,101,101,0
696,81,81,0
697,74,74,0
698,86,86,0
699,122,122,0
700,174,174,0
701,93,93,0
702,57,57,0
703,179,179,0
704,88,88,0
705,23,23,0
706,238,238,0
707,233,233,0
708,0,0,0
709,66,66,0
710,235,235,0
711,49,49,0
712,191,191,0
713,136,136,0
714,83,83,0
715,78,78,0
716,206,206,0
717,6,6,0
718,99,99,0
719,214,214,0
720,131,131,0
721,105,105,0
722,174,174,0
723,32,32,0
724,95,95,0
725,144,144,0
726,105,105,0
727,79,79,0
728,151,151,0
729,158,158,0
730,162,162,0
731,234,234,0
732,22,22,0
733,244,244,0
734,192,192,0
735,150,150,0
736,145,145,0
737,151,151,0
738,158,158,0
739,61,61,0
740,88,88,0
741,91,91,0
742,211,211,0
743,139,139,0
744,67,67,0
745,136,136,0
746,107,107,0
747,15,15,0
748,73,73,0
749,1,1,0
750,80,80,0
751,134,134,0
752,67,67,0
753,209,209,0
754,65,65,0
755,83,83,0
756,255,255,0
757,40,40,0
758,19,19,0
759,87,87,0
760,136,136,0
761,74,74,0
762,0,0,0
763,30,30,0
764,252,252,0
765,211,211,0
766,45,45,0
767,167,167,0
