Index,A,B,R
277,64,64,0
278,54,54,0
279,63,63,0
280,27,27,0
281,52,52,0
282,78,78,0
283,211,211,0
284,17,17,0
285,154,154,0
286,113,113,0
287,47,47,0
288,66,66,0
289,200,200,0
290,62,62,0
291,66,66,0
292,166,166,0
293,251,251,0
294,211,211,0
295,199,199,0
296,208,208,0
297,70,70,0
298,244,244,0
299,174,174,0
300,35,35,0
301,117,117,0
302,212,212,0
303,211,211,0
304,180,180,0
305,30,30,0
306,5,5,0
307,121,121,0
308,192,192,0
309,175,175,0
310,230,230,0
311,107,107,0
312,115,115,0
313,67,67,0
314,47,47,0
315,15,15,0
316,189,189,0
317,188,188,0
318,41,41,0
319,161,161,0
320,0,0,0
321,62,62,0
322,52,52,0
323,24,24,0
324,225,225,0
325,61,61,0
326,100,100,0
327,47,47,0
328,98,98,0
329,181,181,0
330,133,133,0
331,240,240,0
332,143,143,0
333,23,23,0
334,198,198,0
335,174,174,0
336,237,237,0
337,190,190,0
338,221,221,0
339,231,231,0
340,175,175,0
341,246,246,0
342,145,145,0
343,203,203,0
344,152,152,0
345,3,3,0
346,8,8,0
347,80,80,0
348,195,195,0
349,74,74,0
350,187,187,0
351,208,208,0
352,207,207,0
353,199,199,0
354,77,77,0
355,38,38,0
356,131,131,0
357,229,229,0
358,208,208,0
359,62,62,0
360,182,182,0
361,78,78,0
362,243,243,0
363,114,114,0
364,49,49,0
365,71,71,0
366,109,109,0
367,103,103,0
368,37,37,0
369,158,158,0
370,253,253,0
371,186,186,0
372,235,235,0
373,231,231,0
374,206,206,0
375,170,170,0
376,86,86,0
377,116,116,0
378,77,77,0
379,157,157,0
380,183,183,0
381,197,197,0
382,1,1,0
383,13,13,0
384,229,229,0
385,241,241,0
386,135,135,0
387,119,119,0
388,207,207,0
389,42,42,0
390,78,78,0
391,34,34,0
392,2,2,0
393,255,255,0
394,36,36,0
395,10,10,0
396,238,238,0
397,245,245,0
398,125,125,0
399,178,178,0
400,247,247,0
401,213,213,0
402,200,200,0
403,34,34,0
404,76,76,0
405,139,139,0
406,208,208,0
407,205,205,0
408,140,140,0
409,251,251,0
410,69,69,0
411,46,46,0
412,74,74,0
413,75,75,0
414,47,47,0
415,66,66,0
416,71,71,0
417,145,145,0
418,147,147,0
419,176,176,0
420,115,115,0
421,69,69,0
422,239,239,0
423,190,190,0
424,44,44,0
425,215,215,0
426,212,212,0
427,5,5,0
428,20,20,0
429,129,129,0
430,243,243,0
431,190,190,0
432,51,51,0
433,57,57,0
434,143,143,0
435,93,93,0
436,148,148,0
437,212,212,0
438,252,252,0
439,54,54,0
440,195,195,0
441,65,65,0
442,18,18,0
443,123,123,0
444,217,217,0
445,49,49,0
446,183,183,0
447,223,223,0
448,95,95,0
449,70,70,0
450,175,175,0
451,134,134,0
452,223,223,0
453,100,100,0
454,133,133,0
455,253,253,0
456,68,68,0
457,104,104,0
458,110,110,0
459,33,33,0
460,83,83,0
461,60,60,0
462,10,10,0
463,143,143,0
464,94,94,0
465,117,117,0
466,243,243,0
467,125,125,0
468,11,11,0
469,118,118,0
470,251,251,0
471,189,189,0
472,68,68,0
473,153,153,0
474,0,0,0
475,31,31,0
476,16,16,0
477,34,34,0
478,193,193,0
479,120,120,0
480,68,68,0
481,154,154,0
482,106,106,0
483,57,57,0
484,21,21,0
485,232,232,0
486,91,91,0
487,0,0,0
488,151,151,0
489,27,27,0
490,66,66,0
491,27,27,0
492,240,240,0
493,11,11,0
494,200,200,0
495,38,38,0
496,107,107,0
497,33,33,0
498,133,133,0
499,24,24,0
500,87,87,0
501,26,26,0
502,55,55,0
503,23,23,0
504,22,22,0
505,77,77,0
506,119,119,0
507,202,202,0
508,233,233,0
509,138,138,0
510,43,43,0
511,41,41,0
512,128,128,0
513,93,93,0
514,125,125,0
515,213,213,0
516,47,47,0
517,131,131,0
518,1,1,0
519,251,251,0
520,135,135,0
521,73,73,0
522,69,69,0
523,61,61,0
524,74,74,0
525,182,182,0
526,118,118,0
527,212,212,0
528,175,175,0
529,124,124,0
530,128,128,0
531,3,3,0
532,218,218,0
533,97,97,0
534,103,103,0
535,125,125,0
536,240,240,0
537,10,10,0
538,134,134,0
539,90,90,0
540,33,33,0
541,47,47,0
542,61,61,0
543,192,192,0
544,243,243,0
545,25,25,0
546,18,18,0
547,201,201,0
548,162,162,0
549,155,155,0
550,16,16,0
551,230,230,0
552,4,4,0
553,194,194,0
554,20,20,0
555,150,150,0
556,177,177,0
557,220,220,0
558,116,116,0
559,169,169,0
560,7,7,0
561,248,248,0
562,51,51,0
563,84,84,0
564,20,20,0
565,115,115,0
566,99,99,0
567,179,179,0
568,207,207,0
569,199,199,0
570,20,20,0
571,145,145,0
572,63,63,0
573,211,211,0
574,173,173,0
575,209,209,0
576,78,78,0
577,20,20,0
578,235,235,0
579,200,200,0
580,212,212,0
581,83,83,0
582,84,84,0
583,1,1,0
584,78,78,0
585,172,172,0
586,216,216,0
587,41,41,0
588,105,105,0
589,32,32,0
590,201,201,0
591,206,206,0
592,59,59,0
593,150,150,0
594,181,181,0
595,184,184,0
596,25,25,0
597,157,157,0
598,113,113,0
599,129,129,0
600,146,146,0
601,168,168,0
602,185,185,0
603,223,223,0
604,46,46,0
605,18,18,0
606,32,32,0
607,106,106,0
608,148,148,0
609,172,172,0
610,36,36,0
611,70,70,0
612,66,66,0
613,227,227,0
614,141,141,0
615,7,7,0
616,181,181,0
617,131,131,0
618,176,176,0
619,163,163,0
620,151,151,0
621,202,202,0
622,169,169,0
623,129,129,0
624,167,167,0
625,239,239,0
626,101,101,0
627,228,228,0
628,38,38,0
629,182,182,0
630,83,83,0
631,220,220,0
632,62,62,0
633,74,74,0
634,224,224,0
635,4,4,0
636,130,130,0
637,116,116,0
638,233,233,0
639,10,10,0
640,109,109,0
641,177,177,0
642,22,22,0
643,179,179,0
644,12,12,0
645,224,224,0
646,75,75,0
647,178,178,0
648,69,69,0
649,210,210,0
650,154,154,0
651,197,197,0
652,191,191,0
653,126,126,0
654,10,10,0
655,133,133,0
656,94,94,0
657,101,101,0
658,56,56,0
659,15,15,0
660,75,75,0
661,51,51,0
662,179,179,0
663,3,3,0
664,244,244,0
665,78,78,0
666,179,179,0
667,57,57,0
668,94,94,0
669,44,44,0
670,152,152,0
671,32,32,0
672,27,27,0
673,24,24,0
674,202,202,0
675,95,95,0
676,187,187,0
677,40,40,0
678,69,69,0
679,201,201,0
680,232,232,0
681,97,97,0
682,189,189,0
683,126,126,0
684,253,253,0
685,129,129,0
686,140,140,0
687,85,85,0
688,215,215,0
689,74,74,0
690,231,231,0
691,54,54,0
692,121,121,0
693,128,128,0
694,52,52,0
695,127,127,0
696,107,107,0
697,133,133,0
698,45,45,0
699,56,56,0
700,69,69,0
701,41,41,0
702,197,197,0
703,240,240,0
704,69,69,0
705,232,232,0
706,178,178,0
707,33,33,0
708,231,231,0
709,152,152,0
710,250,250,0
711,108,108,0
712,157,157,0
713,110,110,0
714,22,22,0
715,152,152,0
716,177,177,0
717,133,133,0
718,245,245,0
719,239,239,0
720,52,52,0
721,10,10,0
722,94,94,0
723,217,217,0
724,92,92,0
725,126,126,0
726,221,221,0
727,222,222,0
728,41,41,0
729,76,76,0
730,54,54,0
731,83,83,0
732,129,129,0
733,167,167,0
734,62,62,0
735,97,97,0
736,21,21,0
737,101,101,0
738,176,176,0
739,6,6,0
740,193,193,0
741,39,39,0
742,58,58,0
743,144,144,0
744,105,105,0
745,16,16,0
746,69,69,0
747,243,243,0
748,163,163,0
749,159,159,0
750,87,87,0
751,41,41,0
752,132,132,0
753,56,56,0
754,155,155,0
755,154,154,0
756,135,135,0
757,229,229,0
758,71,71,0
759,68,68,0
760,154,154,0
761,240,240,0
762,25,25,0
763,41,41,0
764,235,235,0
765,145,145,0
766,159,159,0
767,131,131,0
