Index,A,B,R
352,233,233,0
353,240,240,0
354,118,118,0
355,235,235,0
356,42,42,0
357,3,3,0
358,235,235,0
359,191,191,0
360,54,54,0
361,57,57,0
362,99,99,0
363,59,59,0
364,179,179,0
365,254,254,0
366,186,186,0
367,147,147,0
368,13,13,0
369,156,156,0
370,174,174,0
371,8,8,0
372,157,157,0
373,177,177,0
374,226,226,0
375,17,17,0
376,0,0,0
377,54,54,0
378,47,47,0
379,189,189,0
380,168,168,0
381,104,104,0
382,99,99,0
383,154,154,0
384,40,40,0
385,77,77,0
386,168,168,0
387,248,248,0
388,168,168,0
389,20,20,0
390,168,168,0
391,186,186,0
392,220,220,0
393,94,94,0
394,30,30,0
395,136,136,0
396,101,101,0
397,7,7,0
398,243,243,0
399,188,188,0
400,24,24,0
401,101,101,0
402,12,12,0
403,146,146,0
404,35,35,0
405,221,221,0
406,247,247,0
407,53,53,0
408,188,188,0
409,57,57,0
410,246,246,0
411,36,36,0
412,91,91,0
413,179,179,0
414,118,118,0
415,117,117,0
416,2,2,0
417,242,242,0
418,29,29,0
419,2,2,0
420,194,194,0
421,114,114,0
422,92,92,0
423,197,197,0
424,234,234,0
425,152,152,0
426,167,167,0
427,188,188,0
428,73,73,0
429,16,16,0
430,10,10,0
431,43,43,0
432,122,122,0
433,230,230,0
434,178,178,0
435,127,127,0
436,236,236,0
437,237,237,0
438,149,149,0
439,168,168,0
440,244,244,0
441,148,148,0
442,249,249,0
443,179,179,0
444,72,72,0
445,227,227,0
446,107,107,0
447,98,98,0
448,239,239,0
449,230,230,0
450,171,171,0
451,78,78,0
452,86,86,0
453,34,34,0
454,50,50,0
455,194,194,0
456,43,43,0
457,113,113,0
458,153,153,0
459,153,153,0
460,81,81,0
461,97,97,0
462,8,8,0
463,196,196,0
464,178,178,0
465,100,100,0
466,112,112,0
467,223,223,0
468,145,145,0
469,253,253,0
470,6,6,0
471,172,172,0
472,174,174,0
473,144,144,0
474,251,251,0
475,138,138,0
476,102,102,0
477,169,169,0
478,200,200,0
479,112,112,0
480,92,92,0
481,5,5,0
482,76,76,0
483,36,36,0
484,178,178,0
485,176,176,0
486,99,99,0
487,97,97,0
488,58,58,0
489,38,38,0
490,149,149,0
491,184,184,0
492,51,51,0
493,102,102,0
494,56,56,0
495,84,84,0
496,12,12,0
497,3,3,0
498,234,234,0
499,43,43,0
500,112,112,0
501,134,134,0
502,235,235,0
503,238,238,0
504,168,168,0
505,81,81,0
506,9,9,0
507,4,4,0
508,238,238,0
509,14,14,0
510,237,237,0
511,42,42,0
512,41,41,0
513,25,25,0
514,24,24,0
515,76,76,0
516,62,62,0
517,160,160,0
518,53,53,0
519,28,28,0
520,69,69,0
521,146,146,0
522,83,83,0
523,65,65,0
524,100,100,0
525,169,169,0
526,154,154,0
527,74,74,0
528,15,15,0
529,104,104,0
530,255,255,0
531,206,206,0
532,65,65,0
533,68,68,0
534,11,11,0
535,232,232,0
536,49,49,0
537,228,228,0
538,140,140,0
539,117,117,0
540,151,151,0
541,17,17,0
542,121,121,0
543,208,208,0
544,25,25,0
545,238,238,0
546,231,231,0
547,22,22,0
548,255,255,0
549,217,217,0
550,111,111,0
551,202,202,0
552,164,164,0
553,185,185,0
554,233,233,0
555,171,171,0
556,229,229,0
557,0,0,0
558,146,146,0
559,88,88,0
560,49,49,0
561,62,62,0
562,75,75,0
563,76,76,0
564,184,184,0
565,17,17,0
566,205,205,0
567,64,64,0
568,30,30,0
569,116,116,0
570,44,44,0
571,123,123,0
572,130,130,0
573,209,209,0
574,88,88,0
575,202,202,0
576,35,35,0
577,137,137,0
578,202,202,0
579,152,152,0
580,181,181,0
581,113,113,0
582,30,30,0
583,105,105,0
584,27,27,0
585,202,202,0
586,6,6,0
587,100,100,0
588,84,84,0
589,62,62,0
590,80,80,0
591,16,16,0
592,180,180,0
593,74,74,0
594,190,190,0
595,145,145,0
596,25,25,0
597,153,153,0
598,213,213,0
599,44,44,0
600,145,145,0
601,145,145,0
602,94,94,0
603,37,37,0
604,25,25,0
605,204,204,0
606,206,206,0
607,132,132,0
608,55,55,0
609,194,194,0
610,186,186,0
611,40,40,0
612,99,99,0
613,160,160,0
614,127,127,0
615,178,178,0
616,15,15,0
617,205,205,0
618,146,146,0
619,15,15,0
620,88,88,0
621,58,58,0
622,109,109,0
623,1,1,0
624,156,156,0
625,17,17,0
626,185,185,0
627,92,92,0
628,132,132,0
629,193,193,0
630,250,250,0
631,246,246,0
632,90,90,0
633,159,159,0
634,216,216,0
635,190,190,0
636,175,175,0
637,17,17,0
638,106,106,0
639,63,63,0
640,202,202,0
641,185,185,0
642,244,244,0
643,6,6,0
644,90,90,0
645,184,184,0
646,118,118,0
647,196,196,0
648,119,119,0
649,108,108,0
650,189,189,0
651,157,157,0
652,150,150,0
653,170,170,0
654,228,228,0
655,120,120,0
656,142,142,0
657,191,191,0
658,99,99,0
659,181,181,0
660,65,65,0
661,42,42,0
662,27,27,0
663,245,245,0
664,148,148,0
665,97,97,0
666,251,251,0
667,11,11,0
668,7,7,0
669,174,174,0
670,140,140,0
671,159,159,0
672,247,247,0
673,125,125,0
674,116,116,0
675,99,99,0
676,18,18,0
677,47,47,0
678,70,70,0
679,50,50,0
680,31,31,0
681,175,175,0
682,92,92,0
683,20,20,0
684,102,102,0
685,213,213,0
686,231,231,0
687,18,18,0
688,107,107,0
689,131,131,0
690,32,32,0
691,57,57,0
692,57,57,0
693,24,24,0
694,62,62,0
695,239,239,0
696,121,121,0
697,27,27,0
698,201,201,0
699,22,22,0
700,238,238,0
701,118,118,0
702,112,112,0
703,95,95,0
704,79,79,0
705,21,21,0
706,253,253,0
707,58,58,0
708,231,231,0
709,38,38,0
710,22,22,0
711,225,225,0
712,175,175,0
713,146,146,0
714,193,193,0
715,133,133,0
716,97,97,0
717,251,251,0
718,23,23,0
719,162,162,0
720,20,20,0
721,153,153,0
722,193,193,0
723,122,122,0
724,26,26,0
725,159,159,0
726,110,110,0
727,219,219,0
728,42,42,0
729,145,145,0
730,146,146,0
731,54,54,0
732,80,80,0
733,20,20,0
734,192,192,0
735,155,155,0
736,40,40,0
737,244,244,0
738,90,90,0
739,15,15,0
740,132,132,0
741,235,235,0
742,153,153,0
743,160,160,0
744,214,214,0
745,54,54,0
746,145,145,0
747,101,101,0
748,110,110,0
749,96,96,0
750,230,230,0
751,122,122,0
752,244,244,0
753,37,37,0
754,68,68,0
755,158,158,0
756,166,166,0
757,109,109,0
758,255,255,0
759,209,209,0
760,224,224,0
761,45,45,0
762,176,176,0
763,114,114,0
764,49,49,0
765,155,155,0
766,71,71,0
767,16,16,0
