Index,A,B,R
214,17,17,0
215,137,137,0
216,67,67,0
217,113,113,0
218,33,33,0
219,133,133,0
220,203,203,0
221,67,67,0
222,217,217,0
223,194,194,0
224,46,46,0
225,230,230,0
226,105,105,0
227,13,13,0
228,52,52,0
229,105,105,0
230,117,117,0
231,150,150,0
232,92,92,0
233,165,165,0
234,24,24,0
235,109,109,0
236,44,44,0
237,210,210,0
238,141,141,0
239,161,161,0
240,195,195,0
241,143,143,0
242,184,184,0
243,93,93,0
244,83,83,0
245,165,165,0
246,145,145,0
247,139,139,0
248,17,17,0
249,19,19,0
250,23,23,0
251,142,142,0
252,43,43,0
253,61,61,0
254,239,239,0
255,77,77,0
256,234,234,0
257,214,214,0
258,219,219,0
259,26,26,0
260,248,248,0
261,81,81,0
262,190,190,0
263,5,5,0
264,91,91,0
265,228,228,0
266,117,117,0
267,187,187,0
268,13,13,0
269,219,219,0
270,80,80,0
271,231,231,0
272,74,74,0
273,253,253,0
274,40,40,0
275,162,162,0
276,30,30,0
277,179,179,0
278,131,131,0
279,107,107,0
280,90,90,0
281,174,174,0
282,237,237,0
283,222,222,0
284,183,183,0
285,36,36,0
286,177,177,0
287,207,207,0
288,190,190,0
289,181,181,0
290,161,161,0
291,171,171,0
292,219,219,0
293,87,87,0
294,248,248,0
295,54,54,0
296,15,15,0
297,216,216,0
298,181,181,0
299,231,231,0
300,79,79,0
301,216,216,0
302,76,76,0
303,31,31,0
304,0,0,0
305,151,151,0
306,61,61,0
307,138,138,0
308,113,113,0
309,47,47,0
310,73,73,0
311,120,120,0
312,169,169,0
313,9,9,0
314,94,94,0
315,212,212,0
316,182,182,0
317,165,165,0
318,98,98,0
319,51,51,0
320,181,181,0
321,224,224,0
322,118,118,0
323,164,164,0
324,64,64,0
325,93,93,0
326,243,243,0
327,187,187,0
328,74,74,0
329,96,96,0
330,250,250,0
331,238,238,0
332,42,42,0
333,111,111,0
334,46,46,0
335,4,4,0
336,234,234,0
337,70,70,0
338,108,108,0
339,158,158,0
340,27,27,0
341,110,110,0
342,36,36,0
343,13,13,0
344,40,40,0
345,50,50,0
346,78,78,0
347,200,200,0
348,148,148,0
349,146,146,0
350,61,61,0
351,64,64,0
352,184,184,0
353,138,138,0
354,217,217,0
355,35,35,0
356,118,118,0
357,89,89,0
358,178,178,0
359,219,219,0
360,47,47,0
361,225,225,0
362,191,191,0
363,191,191,0
364,134,134,0
365,68,68,0
366,98,98,0
367,67,67,0
368,165,165,0
369,169,169,0
370,44,44,0
371,234,234,0
372,161,161,0
373,52,52,0
374,155,155,0
375,242,242,0
376,87,87,0
377,93,93,0
378,176,176,0
379,250,250,0
380,17,17,0
381,101,101,0
382,153,153,0
383,215,215,0
384,82,82,0
385,216,216,0
386,162,162,0
387,207,207,0
388,94,94,0
389,163,163,0
390,49,49,0
391,16,16,0
392,209,209,0
393,203,203,0
394,217,217,0
395,161,161,0
396,178,178,0
397,55,55,0
398,160,160,0
399,11,11,0
400,211,211,0
401,72,72,0
402,23,23,0
403,219,219,0
404,43,43,0
405,205,205,0
406,112,112,0
407,66,66,0
408,121,121,0
409,80,80,0
410,239,239,0
411,224,224,0
412,212,212,0
413,108,108,0
414,21,21,0
415,62,62,0
416,139,139,0
417,231,231,0
418,2,2,0
419,58,58,0
420,20,20,0
421,3,3,0
422,26,26,0
423,194,194,0
424,197,197,0
425,254,254,0
426,74,74,0
427,95,95,0
428,237,237,0
429,18,18,0
430,186,186,0
431,34,34,0
432,78,78,0
433,87,87,0
434,165,165,0
435,186,186,0
436,25,25,0
437,82,82,0
438,45,45,0
439,126,126,0
440,103,103,0
441,98,98,0
442,222,222,0
443,105,105,0
444,226,226,0
445,240,240,0
446,92,92,0
447,12,12,0
448,101,101,0
449,44,44,0
450,156,156,0
451,182,182,0
452,61,61,0
453,251,251,0
454,80,80,0
455,56,56,0
456,222,222,0
457,8,8,0
458,62,62,0
459,167,167,0
460,91,91,0
461,233,233,0
462,1,1,0
463,75,75,0
464,133,133,0
465,95,95,0
466,156,156,0
467,160,160,0
468,171,171,0
469,158,158,0
470,149,149,0
471,194,194,0
472,146,146,0
473,236,236,0
474,25,25,0
475,133,133,0
476,150,150,0
477,89,89,0
478,239,239,0
479,63,63,0
480,80,80,0
481,81,81,0
482,249,249,0
483,71,71,0
484,151,151,0
485,15,15,0
486,233,233,0
487,133,133,0
488,135,135,0
489,155,155,0
490,138,138,0
491,141,141,0
492,108,108,0
493,31,31,0
494,103,103,0
495,41,41,0
496,130,130,0
497,217,217,0
498,47,47,0
499,243,243,0
500,115,115,0
501,116,116,0
502,253,253,0
503,51,51,0
504,229,229,0
505,20,20,0
506,204,204,0
507,139,139,0
508,121,121,0
509,32,32,0
510,236,236,0
511,184,184,0
512,143,143,0
513,156,156,0
514,168,168,0
515,208,208,0
516,242,242,0
517,63,63,0
518,9,9,0
519,61,61,0
520,199,199,0
521,131,131,0
522,52,52,0
523,144,144,0
524,1,1,0
525,199,199,0
526,30,30,0
527,121,121,0
528,168,168,0
529,154,154,0
530,93,93,0
531,196,196,0
532,42,42,0
533,98,98,0
534,28,28,0
535,80,80,0
536,189,189,0
537,82,82,0
538,211,211,0
539,155,155,0
540,114,114,0
541,234,234,0
542,64,64,0
543,83,83,0
544,154,154,0
545,195,195,0
546,113,113,0
547,205,205,0
548,201,201,0
549,137,137,0
550,118,118,0
551,106,106,0
552,107,107,0
553,133,133,0
554,182,182,0
555,89,89,0
556,128,128,0
557,10,10,0
558,59,59,0
559,174,174,0
560,255,255,0
561,8,8,0
562,25,25,0
563,240,240,0
564,142,142,0
565,26,26,0
566,63,63,0
567,167,167,0
568,50,50,0
569,158,158,0
570,174,174,0
571,66,66,0
572,218,218,0
573,177,177,0
574,152,152,0
575,215,215,0
576,214,214,0
577,196,196,0
578,161,161,0
579,62,62,0
580,167,167,0
581,219,219,0
582,163,163,0
583,213,213,0
584,216,216,0
585,153,153,0
586,187,187,0
587,84,84,0
588,34,34,0
589,64,64,0
590,86,86,0
591,68,68,0
592,196,196,0
593,62,62,0
594,224,224,0
595,151,151,0
596,180,180,0
597,233,233,0
598,177,177,0
599,121,121,0
600,135,135,0
601,231,231,0
602,7,7,0
603,160,160,0
604,76,76,0
605,22,22,0
606,208,208,0
607,73,73,0
608,228,228,0
609,83,83,0
610,83,83,0
611,33,33,0
612,170,170,0
613,204,204,0
614,155,155,0
615,176,176,0
616,123,123,0
617,215,215,0
618,131,131,0
619,252,252,0
620,134,134,0
621,42,42,0
622,237,237,0
623,186,186,0
624,241,241,0
625,84,84,0
626,229,229,0
627,135,135,0
628,124,124,0
629,104,104,0
630,134,134,0
631,64,64,0
632,4,4,0
633,218,218,0
634,92,92,0
635,33,33,0
636,108,108,0
637,196,196,0
638,116,116,0
639,244,244,0
640,197,197,0
641,242,242,0
642,226,226,0
643,7,7,0
644,58,58,0
645,40,40,0
646,19,19,0
647,167,167,0
648,232,232,0
649,46,46,0
650,106,106,0
651,189,189,0
652,180,180,0
653,222,222,0
654,168,168,0
655,98,98,0
656,9,9,0
657,91,91,0
658,253,253,0
659,60,60,0
660,100,100,0
661,130,130,0
662,164,164,0
663,140,140,0
664,0,0,0
665,100,100,0
666,188,188,0
667,171,171,0
668,170,170,0
669,145,145,0
670,82,82,0
671,77,77,0
672,137,137,0
673,25,25,0
674,85,85,0
675,50,50,0
676,80,80,0
677,74,74,0
678,65,65,0
679,229,229,0
680,137,137,0
681,224,224,0
682,128,128,0
683,63,63,0
684,91,91,0
685,127,127,0
686,234,234,0
687,28,28,0
688,103,103,0
689,242,242,0
690,58,58,0
691,197,197,0
692,39,39,0
693,48,48,0
694,127,127,0
695,82,82,0
696,131,131,0
697,223,223,0
698,199,199,0
699,37,37,0
700,160,160,0
701,146,146,0
702,159,159,0
703,94,94,0
704,33,33,0
705,164,164,0
706,185,185,0
707,182,182,0
708,73,73,0
709,32,32,0
710,194,194,0
711,65,65,0
712,102,102,0
713,95,95,0
714,112,112,0
715,7,7,0
716,198,198,0
717,15,15,0
718,220,220,0
719,227,227,0
720,120,120,0
721,60,60,0
722,222,222,0
723,1,1,0
724,83,83,0
725,155,155,0
726,6,6,0
727,139,139,0
728,243,243,0
729,4,4,0
730,112,112,0
731,138,138,0
732,221,221,0
733,1,1,0
734,230,230,0
735,171,171,0
736,42,42,0
737,191,191,0
738,166,166,0
739,193,193,0
740,78,78,0
741,105,105,0
742,104,104,0
743,156,156,0
744,233,233,0
745,189,189,0
746,83,83,0
747,16,16,0
748,148,148,0
749,160,160,0
750,155,155,0
751,37,37,0
752,132,132,0
753,18,18,0
754,217,217,0
755,30,30,0
756,78,78,0
757,157,157,0
758,32,32,0
759,116,116,0
760,142,142,0
761,117,117,0
762,206,206,0
763,141,141,0
764,64,64,0
765,91,91,0
766,8,8,0
767,118,118,0
