Index,A,B,R
230,126,126,0
231,121,121,0
232,128,128,0
233,19,19,0
234,159,159,0
235,128,128,0
236,159,159,0
237,23,23,0
238,148,148,0
239,30,30,0
240,46,46,0
241,44,44,0
242,216,216,0
243,91,91,0
244,62,62,0
245,132,132,0
246,239,239,0
247,179,179,0
248,243,243,0
249,172,172,0
250,83,83,0
251,47,47,0
252,199,199,0
253,185,185,0
254,157,157,0
255,228,228,0
256,217,217,0
257,186,186,0
258,61,61,0
259,7,7,0
260,61,61,0
261,63,63,0
262,202,202,0
263,155,155,0
264,25,25,0
265,212,212,0
266,31,31,0
267,235,235,0
268,222,222,0
269,113,113,0
270,0,0,0
271,240,240,0
272,22,22,0
273,203,203,0
274,110,110,0
275,37,37,0
276,61,61,0
277,195,195,0
278,230,230,0
279,179,179,0
280,90,90,0
281,57,57,0
282,17,17,0
283,145,145,0
284,15,15,0
285,85,85,0
286,182,182,0
287,251,251,0
288,99,99,0
289,142,142,0
290,142,142,0
291,45,45,0
292,154,154,0
293,127,127,0
294,113,113,0
295,80,80,0
296,95,95,0
297,228,228,0
298,184,184,0
299,16,16,0
300,166,166,0
301,192,192,0
302,76,76,0
303,223,223,0
304,188,188,0
305,88,88,0
306,58,58,0
307,151,151,0
308,220,220,0
309,63,63,0
310,59,59,0
311,129,129,0
312,232,232,0
313,251,251,0
314,122,122,0
315,122,122,0
316,126,126,0
317,177,177,0
318,109,109,0
319,144,144,0
320,136,136,0
321,7,7,0
322,147,147,0
323,150,150,0
324,142,142,0
325,21,21,0
326,79,79,0
327,146,146,0
328,152,152,0
329,222,222,0
330,239,239,0
331,161,161,0
332,69,69,0
333,98,98,0
334,47,47,0
335,254,254,0
336,83,83,0
337,134,134,0
338,161,161,0
339,196,196,0
340,24,24,0
341,199,199,0
342,14,14,0
343,164,164,0
344,37,37,0
345,174,174,0
346,143,143,0
347,136,136,0
348,133,133,0
349,173,173,0
350,122,122,0
351,218,218,0
352,144,144,0
353,129,129,0
354,189,189,0
355,60,60,0
356,43,43,0
357,210,210,0
358,102,102,0
359,204,204,0
360,66,66,0
361,155,155,0
362,33,33,0
363,186,186,0
364,227,227,0
365,199,199,0
366,41,41,0
367,175,175,0
368,1,1,0
369,250,250,0
370,153,153,0
371,186,186,0
372,223,223,0
373,173,173,0
374,135,135,0
375,155,155,0
376,2,2,0
377,143,143,0
378,95,95,0
379,158,158,0
380,10,10,0
381,221,221,0
382,34,34,0
383,23,23,0
384,21,21,0
385,189,189,0
386,156,156,0
387,138,138,0
388,101,101,0
389,77,77,0
390,71,71,0
391,67,67,0
392,245,245,0
393,219,219,0
394,219,219,0
395,98,98,0
396,118,118,0
397,152,152,0
398,6,6,0
399,163,163,0
400,88,88,0
401,105,105,0
402,247,247,0
403,66,66,0
404,167,167,0
405,92,92,0
406,124,124,0
407,125,125,0
408,226,226,0
409,168,168,0
410,200,200,0
411,18,18,0
412,9,9,0
413,238,238,0
414,146,146,0
415,111,111,0
416,15,15,0
417,171,171,0
418,154,154,0
419,19,19,0
420,98,98,0
421,92,92,0
422,206,206,0
423,75,75,0
424,208,208,0
425,157,157,0
426,246,246,0
427,250,250,0
428,10,10,0
429,200,200,0
430,108,108,0
431,147,147,0
432,254,254,0
433,149,149,0
434,11,11,0
435,118,118,0
436,162,162,0
437,127,127,0
438,231,231,0
439,137,137,0
440,189,189,0
441,16,16,0
442,178,178,0
443,113,113,0
444,103,103,0
445,170,170,0
446,191,191,0
447,57,57,0
448,247,247,0
449,117,117,0
450,178,178,0
451,242,242,0
452,109,109,0
453,107,107,0
454,2,2,0
455,78,78,0
456,92,92,0
457,100,100,0
458,144,144,0
459,237,237,0
460,75,75,0
461,84,84,0
462,126,126,0
463,53,53,0
464,85,85,0
465,70,70,0
466,218,218,0
467,129,129,0
468,184,184,0
469,250,250,0
470,84,84,0
471,127,127,0
472,222,222,0
473,138,138,0
474,9,9,0
475,184,184,0
476,92,92,0
477,151,151,0
478,29,29,0
479,225,225,0
480,2,2,0
481,21,21,0
482,41,41,0
483,131,131,0
484,169,169,0
485,182,182,0
486,42,42,0
487,46,46,0
488,50,50,0
489,40,40,0
490,92,92,0
491,33,33,0
492,134,134,0
493,90,90,0
494,67,67,0
495,43,43,0
496,236,236,0
497,15,15,0
498,217,217,0
499,129,129,0
500,201,201,0
501,187,187,0
502,166,166,0
503,31,31,0
504,166,166,0
505,179,179,0
506,134,134,0
507,149,149,0
508,125,125,0
509,47,47,0
510,70,70,0
511,145,145,0
512,25,25,0
513,212,212,0
514,214,214,0
515,53,53,0
516,59,59,0
517,134,134,0
518,149,149,0
519,170,170,0
520,142,142,0
521,4,4,0
522,72,72,0
523,170,170,0
524,235,235,0
525,212,212,0
526,121,121,0
527,96,96,0
528,70,70,0
529,155,155,0
530,154,154,0
531,173,173,0
532,28,28,0
533,241,241,0
534,241,241,0
535,202,202,0
536,33,33,0
537,11,11,0
538,79,79,0
539,193,193,0
540,139,139,0
541,121,121,0
542,155,155,0
543,32,32,0
544,78,78,0
545,171,171,0
546,4,4,0
547,157,157,0
548,13,13,0
549,41,41,0
550,188,188,0
551,142,142,0
552,166,166,0
553,162,162,0
554,134,134,0
555,122,122,0
556,27,27,0
557,38,38,0
558,164,164,0
559,166,166,0
560,167,167,0
561,228,228,0
562,179,179,0
563,124,124,0
564,30,30,0
565,202,202,0
566,133,133,0
567,3,3,0
568,155,155,0
569,68,68,0
570,84,84,0
571,27,27,0
572,230,230,0
573,176,176,0
574,20,20,0
575,189,189,0
576,232,232,0
577,87,87,0
578,171,171,0
579,30,30,0
580,107,107,0
581,15,15,0
582,74,74,0
583,188,188,0
584,137,137,0
585,61,61,0
586,229,229,0
587,15,15,0
588,118,118,0
589,254,254,0
590,247,247,0
591,113,113,0
592,140,140,0
593,218,218,0
594,12,12,0
595,66,66,0
596,61,61,0
597,225,225,0
598,143,143,0
599,123,123,0
600,6,6,0
601,72,72,0
602,17,17,0
603,145,145,0
604,138,138,0
605,21,21,0
606,254,254,0
607,219,219,0
608,164,164,0
609,65,65,0
610,193,193,0
611,24,24,0
612,188,188,0
613,53,53,0
614,145,145,0
615,69,69,0
616,228,228,0
617,215,215,0
618,169,169,0
619,17,17,0
620,205,205,0
621,156,156,0
622,53,53,0
623,206,206,0
624,36,36,0
625,220,220,0
626,66,66,0
627,151,151,0
628,136,136,0
629,180,180,0
630,153,153,0
631,220,220,0
632,41,41,0
633,209,209,0
634,18,18,0
635,62,62,0
636,109,109,0
637,254,254,0
638,246,246,0
639,206,206,0
640,66,66,0
641,88,88,0
642,16,16,0
643,213,213,0
644,84,84,0
645,119,119,0
646,5,5,0
647,102,102,0
648,27,27,0
649,220,220,0
650,151,151,0
651,211,211,0
652,157,157,0
653,134,134,0
654,207,207,0
655,240,240,0
656,26,26,0
657,233,233,0
658,0,0,0
659,39,39,0
660,19,19,0
661,59,59,0
662,208,208,0
663,161,161,0
664,143,143,0
665,20,20,0
666,82,82,0
667,188,188,0
668,203,203,0
669,238,238,0
670,136,136,0
671,158,158,0
672,20,20,0
673,242,242,0
674,0,0,0
675,182,182,0
676,249,249,0
677,108,108,0
678,101,101,0
679,91,91,0
680,196,196,0
681,32,32,0
682,137,137,0
683,193,193,0
684,249,249,0
685,195,195,0
686,23,23,0
687,56,56,0
688,153,153,0
689,47,47,0
690,85,85,0
691,51,51,0
692,164,164,0
693,234,234,0
694,93,93,0
695,249,249,0
696,175,175,0
697,1,1,0
698,83,83,0
699,38,38,0
700,171,171,0
701,133,133,0
702,52,52,0
703,216,216,0
704,185,185,0
705,185,185,0
706,3,3,0
707,10,10,0
708,105,105,0
709,213,213,0
710,253,253,0
711,248,248,0
712,118,118,0
713,195,195,0
714,41,41,0
715,98,98,0
716,116,116,0
717,187,187,0
718,153,153,0
719,236,236,0
720,250,250,0
721,157,157,0
722,228,228,0
723,9,9,0
724,198,198,0
725,143,143,0
726,197,197,0
727,39,39,0
728,42,42,0
729,195,195,0
730,133,133,0
731,209,209,0
732,17,17,0
733,47,47,0
734,139,139,0
735,138,138,0
736,227,227,0
737,202,202,0
738,62,62,0
739,70,70,0
740,104,104,0
741,24,24,0
742,199,199,0
743,93,93,0
744,213,213,0
745,239,239,0
746,129,129,0
747,2,2,0
748,66,66,0
749,51,51,0
750,44,44,0
751,83,83,0
752,223,223,0
753,20,20,0
754,154,154,0
755,24,24,0
756,240,240,0
757,28,28,0
758,125,125,0
759,201,201,0
760,8,8,0
761,167,167,0
762,80,80,0
763,49,49,0
764,7,7,0
765,87,87,0
766,219,219,0
767,252,252,0
