Index,A,B,R
186,70,70,0
187,217,217,0
188,235,235,0
189,103,103,0
190,60,60,0
191,52,52,0
192,101,101,0
193,68,68,0
194,140,140,0
195,97,97,0
196,219,219,0
197,83,83,0
198,49,49,0
199,81,81,0
200,110,110,0
201,237,237,0
202,253,253,0
203,170,170,0
204,251,251,0
205,70,70,0
206,81,81,0
207,167,167,0
208,213,213,0
209,26,26,0
210,54,54,0
211,165,165,0
212,178,178,0
213,158,158,0
214,2,2,0
215,254,254,0
216,40,40,0
217,100,100,0
218,128,128,0
219,213,213,0
220,20,20,0
221,137,137,0
222,242,242,0
223,85,85,0
224,13,13,0
225,46,46,0
226,21,21,0
227,212,212,0
228,197,197,0
229,31,31,0
230,119,119,0
231,239,239,0
232,11,11,0
233,80,80,0
234,246,246,0
235,43,43,0
236,237,237,0
237,97,97,0
238,216,216,0
239,161,161,0
240,252,252,0
241,215,215,0
242,83,83,0
243,61,61,0
244,140,140,0
245,157,157,0
246,186,186,0
247,127,127,0
248,109,109,0
249,180,180,0
250,234,234,0
251,100,100,0
252,176,176,0
253,244,244,0
254,249,249,0
255,18,18,0
256,96,96,0
257,17,17,0
258,24,24,0
259,102,102,0
260,202,202,0
261,245,245,0
262,43,43,0
263,92,92,0
264,137,137,0
265,229,229,0
266,246,246,0
267,163,163,0
268,111,111,0
269,21,21,0
270,72,72,0
271,165,165,0
272,74,74,0
273,227,227,0
274,16,16,0
275,23,23,0
276,165,165,0
277,177,177,0
278,67,67,0
279,88,88,0
280,12,12,0
281,31,31,0
282,237,237,0
283,29,29,0
284,199,199,0
285,149,149,0
286,140,140,0
287,102,102,0
288,40,40,0
289,119,119,0
290,14,14,0
291,29,29,0
292,249,249,0
293,201,201,0
294,202,202,0
295,63,63,0
296,18,18,0
297,216,216,0
298,92,92,0
299,202,202,0
300,183,183,0
301,221,221,0
302,110,110,0
303,13,13,0
304,72,72,0
305,78,78,0
306,14,14,0
307,114,114,0
308,138,138,0
309,103,103,0
310,209,209,0
311,144,144,0
312,70,70,0
313,182,182,0
314,26,26,0
315,108,108,0
316,213,213,0
317,134,134,0
318,152,152,0
319,40,40,0
320,110,110,0
321,182,182,0
322,9,9,0
323,94,94,0
324,105,105,0
325,244,244,0
326,19,19,0
327,0,0,0
328,29,29,0
329,17,17,0
330,104,104,0
331,114,114,0
332,93,93,0
333,126,126,0
334,207,207,0
335,10,10,0
336,100,100,0
337,155,155,0
338,86,86,0
339,47,47,0
340,146,146,0
341,124,124,0
342,21,21,0
343,185,185,0
344,127,127,0
345,222,222,0
346,56,56,0
347,80,80,0
348,155,155,0
349,201,201,0
350,17,17,0
351,130,130,0
352,185,185,0
353,157,157,0
354,32,32,0
355,16,16,0
356,114,114,0
357,168,168,0
358,121,121,0
359,44,44,0
360,162,162,0
361,167,167,0
362,89,89,0
363,19,19,0
364,136,136,0
365,150,150,0
366,15,15,0
367,153,153,0
368,12,12,0
369,215,215,0
370,4,4,0
371,73,73,0
372,244,244,0
373,9,9,0
374,168,168,0
375,234,234,0
376,118,118,0
377,5,5,0
378,235,235,0
379,183,183,0
380,236,236,0
381,250,250,0
382,166,166,0
383,137,137,0
384,164,164,0
385,50,50,0
386,131,131,0
387,4,4,0
388,179,179,0
389,90,90,0
390,154,154,0
391,125,125,0
392,6,6,0
393,243,243,0
394,116,116,0
395,71,71,0
396,246,246,0
397,142,142,0
398,13,13,0
399,251,251,0
400,180,180,0
401,115,115,0
402,203,203,0
403,3,3,0
404,191,191,0
405,194,194,0
406,252,252,0
407,57,57,0
408,116,116,0
409,92,92,0
410,40,40,0
411,201,201,0
412,26,26,0
413,178,178,0
414,130,130,0
415,46,46,0
416,132,132,0
417,16,16,0
418,158,158,0
419,242,242,0
420,178,178,0
421,104,104,0
422,143,143,0
423,44,44,0
424,220,220,0
425,95,95,0
426,196,196,0
427,130,130,0
428,68,68,0
429,86,86,0
430,109,109,0
431,77,77,0
432,45,45,0
433,169,169,0
434,145,145,0
435,212,212,0
436,79,79,0
437,30,30,0
438,39,39,0
439,9,9,0
440,191,191,0
441,227,227,0
442,145,145,0
443,210,210,0
444,38,38,0
445,201,201,0
446,213,213,0
447,100,100,0
448,185,185,0
449,156,156,0
450,93,93,0
451,65,65,0
452,115,115,0
453,227,227,0
454,22,22,0
455,90,90,0
456,180,180,0
457,206,206,0
458,249,249,0
459,73,73,0
460,90,90,0
461,51,51,0
462,191,191,0
463,163,163,0
464,101,101,0
465,113,113,0
466,251,251,0
467,78,78,0
468,135,135,0
469,76,76,0
470,1,1,0
471,221,221,0
472,177,177,0
473,170,170,0
474,67,67,0
475,172,172,0
476,27,27,0
477,253,253,0
478,112,112,0
479,149,149,0
480,215,215,0
481,25,25,0
482,16,16,0
483,148,148,0
484,239,239,0
485,31,31,0
486,84,84,0
487,86,86,0
488,250,250,0
489,21,21,0
490,218,218,0
491,206,206,0
492,49,49,0
493,175,175,0
494,208,208,0
495,214,214,0
496,125,125,0
497,4,4,0
498,93,93,0
499,162,162,0
500,148,148,0
501,107,107,0
502,115,115,0
503,4,4,0
504,12,12,0
505,184,184,0
506,190,190,0
507,180,180,0
508,215,215,0
509,50,50,0
510,78,78,0
511,171,171,0
512,36,36,0
513,106,106,0
514,159,159,0
515,77,77,0
516,131,131,0
517,146,146,0
518,34,34,0
519,124,124,0
520,203,203,0
521,4,4,0
522,18,18,0
523,190,190,0
524,85,85,0
525,77,77,0
526,183,183,0
527,37,37,0
528,33,33,0
529,208,208,0
530,253,253,0
531,185,185,0
532,7,7,0
533,146,146,0
534,16,16,0
535,201,201,0
536,170,170,0
537,161,161,0
538,130,130,0
539,93,93,0
540,86,86,0
541,43,43,0
542,161,161,0
543,223,223,0
544,73,73,0
545,140,140,0
546,194,194,0
547,147,147,0
548,130,130,0
549,77,77,0
550,133,133,0
551,150,150,0
552,83,83,0
553,151,151,0
554,150,150,0
555,150,150,0
556,68,68,0
557,141,141,0
558,135,135,0
559,227,227,0
560,188,188,0
561,63,63,0
562,23,23,0
563,193,193,0
564,139,139,0
565,20,20,0
566,253,253,0
567,165,165,0
568,171,171,0
569,112,112,0
570,195,195,0
571,225,225,0
572,185,185,0
573,51,51,0
574,238,238,0
575,217,217,0
576,214,214,0
577,224,224,0
578,206,206,0
579,9,9,0
580,21,21,0
581,122,122,0
582,125,125,0
583,51,51,0
584,176,176,0
585,120,120,0
586,1,1,0
587,196,196,0
588,0,0,0
589,53,53,0
590,16,16,0
591,194,194,0
592,48,48,0
593,50,50,0
594,101,101,0
595,243,243,0
596,242,242,0
597,13,13,0
598,154,154,0
599,255,255,0
600,111,111,0
601,249,249,0
602,159,159,0
603,141,141,0
604,20,20,0
605,129,129,0
606,4,4,0
607,72,72,0
608,220,220,0
609,20,20,0
610,230,230,0
611,119,119,0
612,18,18,0
613,237,237,0
614,55,55,0
615,44,44,0
616,86,86,0
617,205,205,0
618,83,83,0
619,39,39,0
620,14,14,0
621,239,239,0
622,42,42,0
623,129,129,0
624,108,108,0
625,224,224,0
626,52,52,0
627,68,68,0
628,213,213,0
629,215,215,0
630,25,25,0
631,92,92,0
632,25,25,0
633,152,152,0
634,65,65,0
635,192,192,0
636,77,77,0
637,131,131,0
638,239,239,0
639,116,116,0
640,190,190,0
641,79,79,0
642,157,157,0
643,247,247,0
644,146,146,0
645,2,2,0
646,36,36,0
647,197,197,0
648,96,96,0
649,133,133,0
650,235,235,0
651,54,54,0
652,169,169,0
653,216,216,0
654,186,186,0
655,250,250,0
656,244,244,0
657,249,249,0
658,114,114,0
659,233,233,0
660,146,146,0
661,7,7,0
662,17,17,0
663,45,45,0
664,5,5,0
665,70,70,0
666,243,243,0
667,50,50,0
668,242,242,0
669,26,26,0
670,95,95,0
671,37,37,0
672,161,161,0
673,190,190,0
674,226,226,0
675,61,61,0
676,59,59,0
677,202,202,0
678,126,126,0
679,196,196,0
680,147,147,0
681,191,191,0
682,98,98,0
683,19,19,0
684,121,121,0
685,227,227,0
686,172,172,0
687,202,202,0
688,250,250,0
689,168,168,0
690,123,123,0
691,50,50,0
692,37,37,0
693,41,41,0
694,112,112,0
695,19,19,0
696,55,55,0
697,135,135,0
698,249,249,0
699,45,45,0
700,200,200,0
701,126,126,0
702,201,201,0
703,137,137,0
704,130,130,0
705,90,90,0
706,165,165,0
707,3,3,0
708,103,103,0
709,191,191,0
710,81,81,0
711,237,237,0
712,11,11,0
713,88,88,0
714,244,244,0
715,5,5,0
716,239,239,0
717,188,188,0
718,247,247,0
719,211,211,0
720,231,231,0
721,169,169,0
722,223,223,0
723,250,250,0
724,216,216,0
725,134,134,0
726,96,96,0
727,236,236,0
728,163,163,0
729,233,233,0
730,73,73,0
731,81,81,0
732,132,132,0
733,161,161,0
734,35,35,0
735,132,132,0
736,138,138,0
737,153,153,0
738,27,27,0
739,255,255,0
740,251,251,0
741,14,14,0
742,246,246,0
743,4,4,0
744,222,222,0
745,107,107,0
746,100,100,0
747,136,136,0
748,146,146,0
749,254,254,0
750,186,186,0
751,143,143,0
752,87,87,0
753,192,192,0
754,13,13,0
755,112,112,0
756,134,134,0
757,82,82,0
758,27,27,0
759,18,18,0
760,255,255,0
761,190,190,0
762,179,179,0
763,199,199,0
764,189,189,0
765,76,76,0
766,81,81,0
767,7,7,0
