Index,A,B,R
233,36,36,0
234,218,218,0
235,166,166,0
236,107,107,0
237,212,212,0
238,210,210,0
239,74,74,0
240,111,111,0
241,111,111,0
242,169,169,0
243,230,230,0
244,177,177,0
245,225,225,0
246,48,48,0
247,109,109,0
248,216,216,0
249,14,14,0
250,194,194,0
251,66,66,0
252,162,162,0
253,32,32,0
254,139,139,0
255,233,233,0
256,59,59,0
257,57,57,0
258,77,77,0
259,69,69,0
260,193,193,0
261,144,144,0
262,133,133,0
263,55,55,0
264,140,140,0
265,173,173,0
266,49,49,0
267,49,49,0
268,100,100,0
269,247,247,0
270,218,218,0
271,191,191,0
272,165,165,0
273,76,76,0
274,93,93,0
275,63,63,0
276,163,163,0
277,219,219,0
278,80,80,0
279,51,51,0
280,141,141,0
281,72,72,0
282,30,30,0
283,26,26,0
284,83,83,0
285,148,148,0
286,143,143,0
287,227,227,0
288,93,93,0
289,181,181,0
290,8,8,0
291,245,245,0
292,132,132,0
293,196,196,0
294,244,244,0
295,6,6,0
296,70,70,0
297,48,48,0
298,116,116,0
299,91,91,0
300,150,150,0
301,143,143,0
302,228,228,0
303,247,247,0
304,104,104,0
305,185,185,0
306,91,91,0
307,105,105,0
308,40,40,0
309,200,200,0
310,30,30,0
311,48,48,0
312,137,137,0
313,98,98,0
314,155,155,0
315,244,244,0
316,59,59,0
317,140,140,0
318,155,155,0
319,74,74,0
320,55,55,0
321,233,233,0
322,129,129,0
323,223,223,0
324,174,174,0
325,171,171,0
326,200,200,0
327,200,200,0
328,21,21,0
329,151,151,0
330,229,229,0
331,251,251,0
332,47,47,0
333,122,122,0
334,24,24,0
335,81,81,0
336,236,236,0
337,148,148,0
338,141,141,0
339,130,130,0
340,201,201,0
341,115,115,0
342,157,157,0
343,192,192,0
344,52,52,0
345,19,19,0
346,178,178,0
347,94,94,0
348,241,241,0
349,169,169,0
350,157,157,0
351,240,240,0
352,108,108,0
353,211,211,0
354,180,180,0
355,121,121,0
356,234,234,0
357,24,24,0
358,243,243,0
359,176,176,0
360,213,213,0
361,204,204,0
362,175,175,0
363,166,166,0
364,149,149,0
365,114,114,0
366,60,60,0
367,90,90,0
368,209,209,0
369,199,199,0
370,176,176,0
371,89,89,0
372,233,233,0
373,187,187,0
374,165,165,0
375,126,126,0
376,102,102,0
377,177,177,0
378,102,102,0
379,78,78,0
380,177,177,0
381,41,41,0
382,245,245,0
383,228,228,0
384,12,12,0
385,195,195,0
386,113,113,0
387,154,154,0
388,167,167,0
389,41,41,0
390,205,205,0
391,123,123,0
392,212,212,0
393,11,11,0
394,70,70,0
395,120,120,0
396,243,243,0
397,59,59,0
398,116,116,0
399,58,58,0
400,128,128,0
401,34,34,0
402,5,5,0
403,204,204,0
404,107,107,0
405,252,252,0
406,118,118,0
407,141,141,0
408,77,77,0
409,115,115,0
410,76,76,0
411,102,102,0
412,143,143,0
413,171,171,0
414,244,244,0
415,1,1,0
416,236,236,0
417,158,158,0
418,205,205,0
419,253,253,0
420,87,87,0
421,80,80,0
422,160,160,0
423,153,153,0
424,57,57,0
425,120,120,0
426,5,5,0
427,70,70,0
428,98,98,0
429,189,189,0
430,252,252,0
431,192,192,0
432,10,10,0
433,140,140,0
434,221,221,0
435,159,159,0
436,31,31,0
437,186,186,0
438,199,199,0
439,242,242,0
440,207,207,0
441,105,105,0
442,54,54,0
443,178,178,0
444,65,65,0
445,49,49,0
446,121,121,0
447,224,224,0
448,77,77,0
449,175,175,0
450,113,113,0
451,183,183,0
452,176,176,0
453,61,61,0
454,63,63,0
455,43,43,0
456,185,185,0
457,26,26,0
458,67,67,0
459,36,36,0
460,202,202,0
461,51,51,0
462,248,248,0
463,46,46,0
464,174,174,0
465,37,37,0
466,76,76,0
467,102,102,0
468,0,0,0
469,213,213,0
470,237,237,0
471,120,120,0
472,99,99,0
473,21,21,0
474,13,13,0
475,177,177,0
476,76,76,0
477,93,93,0
478,207,207,0
479,57,57,0
480,86,86,0
481,90,90,0
482,208,208,0
483,64,64,0
484,17,17,0
485,92,92,0
486,239,239,0
487,171,171,0
488,82,82,0
489,22,22,0
490,244,244,0
491,15,15,0
492,131,131,0
493,20,20,0
494,141,141,0
495,6,6,0
496,46,46,0
497,178,178,0
498,26,26,0
499,57,57,0
500,165,165,0
501,189,189,0
502,101,101,0
503,78,78,0
504,86,86,0
505,147,147,0
506,161,161,0
507,101,101,0
508,200,200,0
509,121,121,0
510,140,140,0
511,11,11,0
512,237,237,0
513,43,43,0
514,141,141,0
515,96,96,0
516,59,59,0
517,30,30,0
518,197,197,0
519,7,7,0
520,166,166,0
521,34,34,0
522,25,25,0
523,28,28,0
524,192,192,0
525,95,95,0
526,119,119,0
527,98,98,0
528,6,6,0
529,54,54,0
530,236,236,0
531,172,172,0
532,219,219,0
533,245,245,0
534,23,23,0
535,253,253,0
536,210,210,0
537,217,217,0
538,143,143,0
539,243,243,0
540,69,69,0
541,133,133,0
542,1,1,0
543,219,219,0
544,242,242,0
545,48,48,0
546,252,252,0
547,235,235,0
548,184,184,0
549,157,157,0
550,19,19,0
551,55,55,0
552,16,16,0
553,219,219,0
554,50,50,0
555,65,65,0
556,154,154,0
557,209,209,0
558,138,138,0
559,92,92,0
560,14,14,0
561,89,89,0
562,37,37,0
563,229,229,0
564,204,204,0
565,244,244,0
566,212,212,0
567,37,37,0
568,252,252,0
569,121,121,0
570,28,28,0
571,8,8,0
572,17,17,0
573,2,2,0
574,47,47,0
575,34,34,0
576,241,241,0
577,115,115,0
578,23,23,0
579,189,189,0
580,27,27,0
581,17,17,0
582,191,191,0
583,97,97,0
584,50,50,0
585,15,15,0
586,93,93,0
587,211,211,0
588,114,114,0
589,30,30,0
590,144,144,0
591,161,161,0
592,190,190,0
593,36,36,0
594,5,5,0
595,146,146,0
596,42,42,0
597,253,253,0
598,60,60,0
599,249,249,0
600,114,114,0
601,141,141,0
602,49,49,0
603,201,201,0
604,50,50,0
605,236,236,0
606,76,76,0
607,168,168,0
608,181,181,0
609,17,17,0
610,121,121,0
611,165,165,0
612,44,44,0
613,231,231,0
614,212,212,0
615,114,114,0
616,4,4,0
617,201,201,0
618,100,100,0
619,254,254,0
620,241,241,0
621,114,114,0
622,100,100,0
623,32,32,0
624,205,205,0
625,18,18,0
626,128,128,0
627,112,112,0
628,67,67,0
629,176,176,0
630,131,131,0
631,229,229,0
632,222,222,0
633,231,231,0
634,10,10,0
635,71,71,0
636,222,222,0
637,108,108,0
638,145,145,0
639,12,12,0
640,58,58,0
641,168,168,0
642,250,250,0
643,183,183,0
644,237,237,0
645,2,2,0
646,41,41,0
647,90,90,0
648,219,219,0
649,149,149,0
650,28,28,0
651,139,139,0
652,177,177,0
653,253,253,0
654,4,4,0
655,241,241,0
656,40,40,0
657,224,224,0
658,24,24,0
659,67,67,0
660,17,17,0
661,119,119,0
662,179,179,0
663,160,160,0
664,238,238,0
665,217,217,0
666,50,50,0
667,172,172,0
668,76,76,0
669,228,228,0
670,94,94,0
671,131,131,0
672,115,115,0
673,20,20,0
674,200,200,0
675,153,153,0
676,59,59,0
677,165,165,0
678,7,7,0
679,73,73,0
680,204,204,0
681,199,199,0
682,113,113,0
683,103,103,0
684,111,111,0
685,243,243,0
686,158,158,0
687,79,79,0
688,14,14,0
689,6,6,0
690,39,39,0
691,49,49,0
692,61,61,0
693,112,112,0
694,140,140,0
695,83,83,0
696,34,34,0
697,94,94,0
698,188,188,0
699,224,224,0
700,249,249,0
701,232,232,0
702,123,123,0
703,156,156,0
704,179,179,0
705,191,191,0
706,153,153,0
707,190,190,0
708,176,176,0
709,35,35,0
710,231,231,0
711,57,57,0
712,188,188,0
713,209,209,0
714,186,186,0
715,254,254,0
716,197,197,0
717,114,114,0
718,58,58,0
719,84,84,0
720,215,215,0
721,39,39,0
722,103,103,0
723,205,205,0
724,52,52,0
725,36,36,0
726,184,184,0
727,88,88,0
728,19,19,0
729,47,47,0
730,1,1,0
731,189,189,0
732,94,94,0
733,201,201,0
734,91,91,0
735,124,124,0
736,30,30,0
737,242,242,0
738,69,69,0
739,192,192,0
740,245,245,0
741,76,76,0
742,145,145,0
743,232,232,0
744,96,96,0
745,21,21,0
746,71,71,0
747,191,191,0
748,51,51,0
749,112,112,0
750,37,37,0
751,255,255,0
752,207,207,0
753,55,55,0
754,7,7,0
755,149,149,0
756,65,65,0
757,172,172,0
758,244,244,0
759,41,41,0
760,104,104,0
761,84,84,0
762,142,142,0
763,160,160,0
764,59,59,0
765,13,13,0
766,230,230,0
767,127,127,0
