Index,A,B,R
505,13,13,0
506,70,70,0
507,148,148,0
508,30,30,0
509,127,127,0
510,154,154,0
511,128,128,0
512,1,1,0
513,7,7,0
514,136,136,0
515,203,203,0
516,152,152,0
517,185,185,0
518,171,171,0
519,89,89,0
520,28,28,0
521,184,184,0
522,128,128,0
523,241,241,0
524,173,173,0
525,73,73,0
526,245,245,0
527,205,205,0
528,134,134,0
529,199,199,0
530,183,183,0
531,163,163,0
532,124,124,0
533,49,49,0
534,27,27,0
535,188,188,0
536,21,21,0
537,146,146,0
538,227,227,0
539,99,99,0
540,76,76,0
541,169,169,0
542,237,237,0
543,194,194,0
544,88,88,0
545,46,46,0
546,94,94,0
547,175,175,0
548,144,144,0
549,231,231,0
550,148,148,0
551,112,112,0
552,11,11,0
553,36,36,0
554,65,65,0
555,66,66,0
556,129,129,0
557,141,141,0
558,20,20,0
559,225,225,0
560,85,85,0
561,154,154,0
562,247,247,0
563,53,53,0
564,217,217,0
565,152,152,0
566,50,50,0
567,43,43,0
568,124,124,0
569,201,201,0
570,229,229,0
571,112,112,0
572,44,44,0
573,70,70,0
574,139,139,0
575,14,14,0
576,32,32,0
577,114,114,0
578,20,20,0
579,141,141,0
580,167,167,0
581,58,58,0
582,152,152,0
583,113,113,0
584,85,85,0
585,216,216,0
586,77,77,0
587,156,156,0
588,210,210,0
589,249,249,0
590,110,110,0
591,113,113,0
592,191,191,0
593,19,19,0
594,232,232,0
595,96,96,0
596,93,93,0
597,191,191,0
598,21,21,0
599,197,197,0
600,253,253,0
601,126,126,0
602,148,148,0
603,109,109,0
604,118,118,0
605,235,235,0
606,111,111,0
607,45,45,0
608,120,120,0
609,47,47,0
610,132,132,0
611,243,243,0
612,7,7,0
613,93,93,0
614,116,116,0
615,152,152,0
616,68,68,0
617,254,254,0
618,21,21,0
619,231,231,0
620,75,75,0
621,50,50,0
622,91,91,0
623,226,226,0
624,53,53,0
625,169,169,0
626,247,247,0
627,20,20,0
628,16,16,0
629,63,63,0
630,156,156,0
631,246,246,0
632,236,236,0
633,180,180,0
634,122,122,0
635,98,98,0
636,190,190,0
637,187,187,0
638,59,59,0
639,206,206,0
640,61,61,0
641,212,212,0
642,131,131,0
643,251,251,0
644,74,74,0
645,146,146,0
646,64,64,0
647,113,113,0
648,147,147,0
649,3,3,0
650,84,84,0
651,55,55,0
652,7,7,0
653,230,230,0
654,54,54,0
655,56,56,0
656,201,201,0
657,120,120,0
658,251,251,0
659,132,132,0
660,37,37,0
661,156,156,0
662,105,105,0
663,9,9,0
664,255,255,0
665,180,180,0
666,110,110,0
667,52,52,0
668,13,13,0
669,85,85,0
670,78,78,0
671,38,38,0
672,177,177,0
673,234,234,0
674,134,134,0
675,110,110,0
676,183,183,0
677,186,186,0
678,190,190,0
679,12,12,0
680,86,86,0
681,251,251,0
682,240,240,0
683,84,84,0
684,200,200,0
685,118,118,0
686,21,21,0
687,141,141,0
688,254,254,0
689,95,95,0
690,208,208,0
691,69,69,0
692,134,134,0
693,66,66,0
694,235,235,0
695,39,39,0
696,73,73,0
697,90,90,0
698,187,187,0
699,228,228,0
700,87,87,0
701,121,121,0
702,192,192,0
703,140,140,0
704,103,103,0
705,50,50,0
706,25,25,0
707,190,190,0
708,104,104,0
709,136,136,0
710,181,181,0
711,234,234,0
712,160,160,0
713,100,100,0
714,194,194,0
715,123,123,0
716,11,11,0
717,82,82,0
718,128,128,0
719,55,55,0
720,171,171,0
721,205,205,0
722,35,35,0
723,255,255,0
724,234,234,0
725,152,152,0
726,212,212,0
727,40,40,0
728,232,232,0
729,35,35,0
730,97,97,0
731,118,118,0
732,190,190,0
733,74,74,0
734,247,247,0
735,30,30,0
736,116,116,0
737,202,202,0
738,214,214,0
739,137,137,0
740,108,108,0
741,244,244,0
742,48,48,0
743,167,167,0
744,156,156,0
745,103,103,0
746,11,11,0
747,187,187,0
748,6,6,0
749,113,113,0
750,148,148,0
751,49,49,0
752,76,76,0
753,13,13,0
754,95,95,0
755,240,240,0
756,127,127,0
757,86,86,0
758,75,75,0
759,78,78,0
760,154,154,0
761,116,116,0
762,90,90,0
763,146,146,0
764,222,222,0
765,147,147,0
766,35,35,0
767,10,10,0
